suhu_mesin,arus_R,arus_S,arus_T,tegangan_RS,tegangan_ST,tegangan_TR,suhu_lingkungan,kelembaban,kode_mpu6050,label_kondisi,label_maintenance_hari
31.74,2.486,3.671,2.445,379.07,377.88,380.02,26.63,70.94,0,0,123
40.3,5.95,5.491,6.308,393.28,373.8,383.99,26.73,63.18,1,1,69
28.21,4.782,4.383,4.346,381.12,379.62,379.19,27.88,60.89,0,0,135
27.32,3.637,3.35,2.128,378.81,378.65,378.08,26.48,70.63,0,0,178
29.3,2.854,2.112,4.193,381.0,376.26,381.47,29.0,72.43,0,0,141
28.27,4.111,4.598,4.531,381.39,379.26,376.86,29.07,60.74,0,0,135
30.61,4.753,4.285,2.78,379.98,378.96,382.14,27.85,52.25,0,0,157
29.01,3.513,3.481,4.974,380.61,382.31,381.03,28.18,62.91,0,0,147
77.98,11.456,11.885,11.725,434.43,380.8,375.6,27.47,64.09,4,4,5
25.16,2.145,4.751,2.037,379.97,379.17,376.52,28.26,53.34,0,0,151
29.96,4.807,4.965,3.613,380.86,382.84,376.37,26.44,58.3,0,0,150
61.16,10.416,10.782,9.797,396.66,384.09,356.09,30.26,74.6,3,3,22
76.21,11.901,11.209,11.86,399.72,382.22,375.04,28.75,52.4,4,4,2
36.57,6.862,6.258,6.014,381.74,386.48,384.8,27.67,50.54,1,1,89
46.11,7.113,7.061,8.4,385.87,375.81,376.85,28.84,64.96,2,2,54
28.85,2.077,2.021,2.341,381.93,380.92,375.92,27.12,55.69,0,0,154
28.16,3.613,4.889,2.083,379.31,382.01,374.9,27.76,50.8,0,0,164
26.52,3.918,2.294,4.27,381.11,378.97,380.89,27.9,70.49,0,0,152
37.4,5.942,5.285,5.544,379.5,376.36,373.76,28.73,50.32,1,1,93
33.93,6.264,5.268,5.714,375.42,380.67,376.05,26.72,68.78,1,1,97
29.56,3.805,3.174,2.862,379.04,378.87,381.6,28.32,52.2,0,0,173
28.67,4.414,4.388,3.073,381.5,376.84,379.79,28.26,54.95,0,0,161
36.6,6.503,5.363,6.117,375.21,379.57,374.7,26.73,78.1,1,1,72
28.54,2.628,2.649,2.778,380.97,378.99,381.0,29.44,51.74,0,0,165
32.23,5.08,5.67,6.459,381.51,375.72,384.24,26.71,53.45,1,1,76
32.64,5.329,5.937,6.909,376.45,384.94,382.32,28.07,69.9,1,1,100
36.69,5.758,6.843,5.552,377.48,381.63,391.92,29.16,64.16,1,1,106
47.11,7.733,7.997,8.27,386.28,385.0,376.74,27.97,72.85,2,2,56
46.99,10.112,10.27,9.327,403.97,366.76,378.75,26.53,70.81,3,3,21
27.0,2.409,3.791,3.126,379.66,376.54,378.45,28.29,75.39,0,0,167
33.04,6.262,5.62,5.005,386.73,385.62,367.06,28.49,59.31,1,1,111
37.29,5.399,5.481,5.207,375.55,370.82,384.94,28.76,68.49,1,1,76
25.98,2.241,4.732,3.382,378.78,378.07,379.38,28.98,68.66,0,0,168
28.13,2.424,3.726,3.103,378.56,376.89,383.11,27.68,61.43,0,0,120
27.76,2.445,4.535,4.775,378.59,380.6,380.52,27.91,68.1,0,0,134
25.57,4.117,4.557,4.723,383.39,380.14,378.81,28.06,61.26,0,0,164
32.11,6.074,6.707,6.945,384.02,383.81,375.38,28.07,72.44,1,1,85
48.64,7.554,7.591,8.463,383.29,377.22,362.85,26.83,79.12,2,2,31
29.36,2.821,4.662,4.784,381.7,381.2,381.64,27.92,71.51,0,0,176
28.03,3.431,4.834,3.108,380.16,381.85,382.42,29.25,67.73,0,0,134
64.64,11.567,11.663,11.603,399.95,358.83,392.69,26.98,59.32,4,4,3
25.18,2.748,2.067,2.363,382.82,379.19,380.6,26.21,74.75,0,0,128
27.77,4.215,3.869,4.696,379.24,381.0,379.4,28.9,60.8,0,0,136
38.41,5.137,6.107,6.663,377.86,374.55,378.76,28.37,60.59,1,1,71
27.6,2.06,4.945,4.583,379.47,376.97,382.88,28.89,66.3,0,0,123
27.23,4.685,3.668,4.751,381.05,382.03,380.92,28.92,59.73,0,0,171
30.18,2.399,2.379,4.6,383.47,376.08,379.83,28.15,64.11,0,0,156
28.71,4.04,2.285,3.625,379.23,382.61,379.28,28.95,75.33,0,0,152
35.66,6.042,6.899,6.417,376.52,380.19,366.6,27.56,71.9,1,1,106
28.85,4.393,3.867,4.933,380.54,381.96,374.77,28.11,61.72,0,0,140
28.92,2.134,3.087,2.011,380.66,379.74,380.31,26.81,71.3,0,0,126
32.85,6.427,5.394,6.872,381.06,380.73,383.36,28.27,74.46,1,1,106
42.67,7.082,7.594,7.648,383.94,384.98,390.94,28.56,56.9,2,2,57
27.55,2.709,4.285,3.514,378.65,380.96,382.24,26.67,79.78,0,0,173
28.06,2.81,4.956,4.809,378.23,380.18,381.67,28.47,76.25,0,0,172
31.16,5.691,5.462,5.078,372.71,379.09,381.39,26.55,51.99,1,1,97
29.56,4.675,4.994,3.051,379.81,380.11,378.33,27.72,74.33,0,0,129
28.45,4.879,2.805,4.36,380.31,380.65,383.04,27.98,63.08,0,0,120
34.95,5.13,6.613,6.816,379.52,371.74,381.72,28.01,71.7,1,1,69
54.84,10.372,10.952,10.55,387.35,373.93,389.72,28.43,76.24,3,3,17
44.06,7.31,8.796,8.256,390.02,383.7,395.28,27.38,72.47,2,2,38
36.0,5.919,6.381,5.154,381.82,380.38,382.4,27.69,76.24,1,1,94
29.59,6.031,6.304,5.852,381.86,384.22,379.76,27.11,63.6,1,1,117
25.06,2.255,4.23,4.655,382.44,380.42,379.6,28.65,77.64,0,0,150
35.89,6.214,6.071,6.988,383.68,380.68,378.82,28.47,53.65,1,1,78
28.38,4.76,4.443,4.596,381.51,382.61,380.2,28.72,76.1,0,0,176
28.39,3.701,3.464,4.206,382.48,377.03,380.97,25.82,53.17,0,0,148
36.4,6.9,6.739,5.259,375.41,376.32,394.29,26.64,57.12,1,1,61
39.01,5.441,5.081,5.369,371.0,375.68,376.27,28.82,62.46,1,1,62
29.48,2.912,2.009,2.253,379.56,379.07,380.55,29.29,78.73,0,0,165
52.07,10.378,9.816,10.593,394.13,384.09,394.4,28.76,70.0,3,3,28
27.74,4.059,2.952,4.132,384.26,381.08,378.75,28.62,50.91,0,0,164
28.87,2.097,4.71,2.371,382.15,381.24,383.73,25.91,53.28,0,0,124
25.14,4.913,3.275,2.122,381.36,377.54,377.79,27.59,75.0,0,0,150
41.81,7.115,7.256,7.606,395.47,383.14,378.42,28.76,60.06,2,2,46
33.89,6.661,5.07,6.294,376.32,379.44,376.67,27.34,53.12,1,1,76
27.39,3.2,3.288,4.605,381.53,377.2,378.62,28.86,72.15,0,0,179
36.12,6.453,5.333,6.506,377.24,373.53,389.0,28.88,73.66,1,1,106
28.88,3.7,4.762,2.404,378.38,377.87,381.0,27.24,80.0,0,0,142
52.66,7.684,8.725,7.074,375.53,366.8,379.74,27.2,51.58,2,2,30
26.14,4.677,2.414,3.046,382.63,378.83,375.24,27.67,50.52,0,0,171
25.37,2.786,3.869,4.44,378.52,378.18,375.92,26.1,79.44,0,0,135
45.86,9.255,9.968,9.402,367.46,403.36,359.95,29.23,70.33,3,3,16
28.25,3.247,3.328,2.239,380.66,382.81,380.24,27.73,55.51,0,0,138
26.69,3.179,2.622,4.605,379.8,385.65,379.19,28.31,69.52,0,0,144
32.74,5.562,6.72,5.312,381.15,373.45,377.13,29.52,57.0,1,1,71
67.47,11.831,11.342,11.464,382.52,383.23,376.58,28.45,68.83,4,4,4
24.51,3.385,3.036,3.281,381.41,377.54,378.78,28.03,71.36,0,0,135
27.34,4.149,3.018,4.261,380.7,382.18,383.01,26.49,60.43,0,0,175
25.69,4.663,4.419,4.953,378.94,380.55,379.26,27.6,68.68,0,0,143
29.69,2.974,3.844,3.621,381.07,377.52,379.9,27.01,65.44,0,0,176
27.82,3.72,2.845,2.82,381.97,375.55,379.76,28.78,74.55,0,0,164
30.73,6.036,5.092,6.879,382.49,378.76,378.24,29.27,74.01,1,1,89
69.63,11.14,11.919,11.364,379.33,413.93,367.2,26.23,66.91,4,4,5
30.59,2.017,4.684,3.597,381.37,379.85,378.25,29.24,56.34,0,0,144
23.64,2.776,3.339,2.611,378.68,381.03,380.53,27.86,56.64,0,0,173
26.83,2.245,4.865,4.2,383.38,380.25,377.66,28.41,60.47,0,0,124
27.7,2.567,4.081,4.976,373.42,380.67,376.85,28.43,76.1,0,0,174
55.95,10.475,9.387,10.464,398.91,389.42,374.08,28.77,72.24,3,3,22
28.34,4.477,2.057,4.493,379.39,378.54,380.54,28.06,62.33,0,0,124
30.54,4.207,4.061,4.006,381.3,380.78,380.71,26.52,71.09,0,0,130
39.97,5.78,5.723,6.71,375.16,379.11,380.77,27.37,75.94,1,1,74
29.64,4.741,3.657,2.478,378.54,382.18,378.78,28.04,59.55,0,0,137
36.58,6.726,5.788,5.622,381.2,377.26,382.87,27.58,66.56,1,1,99
30.78,3.012,2.736,2.213,380.6,382.0,380.53,29.0,76.75,0,0,166
45.06,7.841,7.786,7.743,372.98,369.12,380.94,27.18,50.36,2,2,37
48.01,9.754,9.186,10.035,375.04,386.33,384.81,29.2,58.75,3,3,27
30.81,6.609,6.506,5.584,380.97,374.76,381.74,28.3,54.94,1,1,76
63.77,11.473,11.413,11.041,392.69,394.76,399.02,26.52,73.08,4,4,1
27.14,4.533,2.538,2.522,380.54,378.43,381.16,29.41,74.61,0,0,145
30.25,4.287,4.633,2.877,378.68,379.74,377.22,27.56,62.97,0,0,164
35.95,6.737,6.866,6.435,389.27,380.1,380.51,28.11,76.84,1,1,86
36.35,5.584,5.77,5.934,381.09,378.61,380.63,28.78,54.66,1,1,105
26.5,3.967,4.264,3.688,383.43,377.61,381.19,29.06,58.21,0,0,175
28.55,2.943,3.851,3.995,379.29,380.58,379.42,28.65,65.44,0,0,172
29.71,4.258,2.342,3.559,382.7,381.3,380.02,27.23,70.74,0,0,144
28.84,3.639,3.074,3.993,379.62,377.27,376.32,30.2,70.36,0,0,176
27.19,2.718,3.168,4.99,379.62,378.4,381.89,28.04,65.74,0,0,177
31.54,6.967,6.982,6.598,392.93,372.61,384.69,27.49,79.51,1,1,107
27.23,4.799,2.076,2.991,379.9,380.05,378.22,28.66,56.15,0,0,174
30.07,3.002,2.433,3.608,379.55,379.34,381.16,28.32,79.94,0,0,136
40.8,5.321,6.879,5.797,380.15,379.52,380.01,28.09,64.73,1,1,91
35.27,5.212,6.151,6.642,384.05,377.47,377.6,28.52,72.3,1,1,69
55.79,10.769,10.13,9.16,373.19,407.55,366.07,28.4,76.85,3,3,18
36.3,5.964,6.128,6.541,383.36,377.29,376.37,29.01,76.87,1,1,82
27.03,2.588,2.601,3.782,383.46,383.51,376.9,29.03,63.02,0,0,147
45.67,8.591,8.74,8.693,376.77,384.28,367.38,27.76,69.4,2,2,34
28.6,3.388,4.903,3.658,380.39,378.97,379.91,27.63,66.73,0,0,123
26.39,4.645,4.891,4.654,380.55,378.35,377.92,27.84,60.7,0,0,136
32.89,6.958,6.452,5.561,378.66,382.74,385.34,27.64,69.51,1,1,63
62.42,10.944,10.233,9.675,404.02,367.45,365.36,29.44,59.94,3,3,21
28.58,2.995,4.19,2.487,378.75,382.01,378.24,27.34,64.57,0,0,147
29.01,3.181,4.299,4.685,379.81,376.31,382.99,28.23,76.1,0,0,178
27.62,3.837,4.911,3.814,379.25,382.0,378.91,26.98,59.13,0,0,138
29.46,4.119,2.525,4.575,378.71,377.6,378.21,27.18,59.47,0,0,128
28.92,2.065,3.873,2.542,381.44,382.28,383.05,27.19,64.94,0,0,173
34.75,6.048,6.643,6.434,380.96,377.99,376.36,27.83,57.4,1,1,61
27.92,4.126,2.775,3.273,380.56,380.57,380.54,26.66,56.77,0,0,151
65.33,9.195,9.872,10.302,399.42,388.89,350.32,27.63,51.4,3,3,12
45.79,8.962,7.84,8.425,369.62,386.01,385.82,28.07,56.96,2,2,48
33.73,5.683,5.624,6.717,379.31,377.96,388.02,26.58,71.83,1,1,106
42.05,8.823,7.828,7.022,386.06,390.14,396.38,26.81,50.88,2,2,45
28.59,2.224,2.325,2.677,376.9,379.56,383.26,27.99,70.92,0,0,149
28.73,4.201,3.032,2.406,380.14,384.02,379.6,27.09,67.79,0,0,175
34.06,6.001,5.125,5.906,373.57,383.2,374.77,28.38,73.78,1,1,92
41.78,7.688,8.527,7.531,369.7,383.39,362.17,28.04,74.3,2,2,38
43.96,8.79,7.819,8.242,381.33,383.51,382.95,28.64,78.46,2,2,46
28.06,4.95,3.968,2.385,381.41,379.84,381.99,28.82,51.0,0,0,135
53.83,10.261,9.701,9.216,370.79,421.17,375.85,27.52,54.54,3,3,18
26.81,2.623,3.636,2.399,380.34,380.72,379.56,27.53,55.15,0,0,178
54.89,9.638,10.965,10.559,386.95,394.13,395.48,26.98,66.09,3,3,11
67.01,11.795,11.585,11.196,421.46,381.86,392.51,27.57,53.18,4,4,3
28.14,3.094,2.806,3.06,377.2,379.65,382.75,26.88,57.73,0,0,162
33.82,6.077,5.732,5.679,378.98,385.88,379.29,27.36,76.87,1,1,62
27.65,4.869,4.572,3.312,379.03,375.88,378.06,29.94,74.55,0,0,165
28.91,2.049,4.262,4.558,381.19,382.88,381.2,29.37,73.77,0,0,129
28.04,4.748,4.764,3.589,379.64,380.96,378.88,25.72,65.27,0,0,167
33.17,6.687,6.566,6.161,384.72,383.0,377.94,26.31,69.24,1,1,64
48.43,10.841,10.016,10.445,357.73,376.59,380.64,27.61,70.36,3,3,22
41.57,6.79,5.732,6.657,375.77,378.42,376.52,29.73,78.24,1,1,81
28.65,4.339,2.913,4.277,382.98,379.46,379.38,28.48,57.38,0,0,176
43.22,8.783,8.159,7.989,363.64,392.49,381.59,28.23,68.73,2,2,32
79.17,11.724,11.676,11.095,392.83,412.95,355.27,28.89,58.29,4,4,3
26.74,4.68,2.228,3.232,383.84,379.94,383.08,28.93,61.68,0,0,177
69.77,11.782,11.287,11.856,334.07,354.46,383.1,29.92,50.4,4,4,1
27.87,3.78,4.66,4.946,378.71,380.09,380.72,29.67,51.32,0,0,120
43.55,8.562,7.405,8.519,365.07,391.68,370.74,28.79,63.12,2,2,33
27.39,2.111,3.234,4.122,379.08,386.53,381.31,28.78,70.05,0,0,163
26.58,2.531,3.113,4.741,381.74,381.59,383.8,28.73,62.93,0,0,145
28.53,2.025,4.495,2.076,382.51,381.08,379.11,28.51,73.19,0,0,156
31.79,6.768,6.721,5.198,379.31,386.03,387.95,25.89,56.43,1,1,76
27.4,4.113,4.756,4.418,379.11,382.82,374.88,26.42,66.96,0,0,179
27.56,2.273,3.161,2.673,378.27,381.05,378.97,27.63,54.66,0,0,131
41.33,6.458,5.494,5.602,382.84,376.06,376.0,28.71,60.57,1,1,76
62.29,9.264,10.295,10.537,379.66,359.28,360.53,27.55,68.69,3,3,10
24.97,2.056,3.453,3.008,381.28,379.83,380.68,25.88,70.85,0,0,151
28.82,2.851,4.231,3.807,380.37,381.64,380.09,27.41,67.56,0,0,168
26.42,3.576,3.748,2.712,379.74,379.21,380.6,28.4,50.7,0,0,138
30.59,3.229,4.257,4.864,378.68,378.73,383.57,26.94,67.36,0,0,161
46.36,8.812,8.105,7.35,386.65,373.04,374.54,27.32,63.77,2,2,49
46.28,8.272,7.025,7.216,377.68,372.43,374.04,27.6,59.78,2,2,46
35.58,6.165,5.673,5.516,381.66,380.13,371.63,29.43,64.85,1,1,93
26.61,2.06,2.854,4.704,382.87,380.11,383.33,27.08,75.27,0,0,169
45.94,8.56,7.901,8.234,381.2,410.68,382.89,27.08,54.63,2,2,35
36.69,6.985,5.534,5.408,378.18,373.6,388.8,26.8,67.94,1,1,115
52.61,8.577,7.136,7.006,390.11,372.31,389.78,27.89,56.41,2,2,40
32.18,6.142,6.614,5.085,387.87,377.04,378.33,27.89,53.18,1,1,85
39.49,7.833,7.819,7.477,370.34,363.87,395.5,28.65,60.77,2,2,38
38.26,5.834,5.653,6.049,377.02,379.86,383.74,28.09,62.41,1,1,77
28.58,4.813,4.08,2.925,377.04,379.81,380.57,28.2,72.21,0,0,138
67.96,11.68,11.778,11.472,376.09,367.75,413.92,29.32,70.78,4,4,2
26.84,3.26,4.521,3.313,380.77,376.68,379.08,27.14,74.89,0,0,151
37.41,5.807,5.829,6.737,376.97,377.21,380.13,28.32,51.07,1,1,90
27.03,4.577,2.368,3.773,385.21,377.84,378.39,26.98,63.43,0,0,152
30.08,6.469,5.807,5.39,376.59,379.19,378.36,26.64,72.83,1,1,111
35.39,6.315,5.956,5.553,386.52,374.77,373.0,27.89,66.54,1,1,87
25.79,4.002,2.251,4.28,379.66,380.58,382.81,27.31,66.27,0,0,161
29.22,3.036,3.478,2.554,380.69,378.81,379.43,28.24,52.8,0,0,162
33.92,5.395,6.232,5.869,383.92,381.39,379.18,29.42,55.14,1,1,112
46.53,8.458,7.098,7.144,384.32,393.2,387.23,27.28,56.94,2,2,56
27.37,3.555,2.328,2.69,380.71,385.66,379.98,28.01,75.38,0,0,150
29.61,4.424,2.774,4.237,381.81,381.13,380.91,29.32,69.23,0,0,174
38.49,5.148,6.208,6.567,375.06,380.44,384.08,26.54,72.71,1,1,91
28.3,4.292,2.857,2.709,377.97,381.25,381.49,27.93,58.38,0,0,173
30.12,2.465,3.685,3.275,376.68,377.74,380.45,30.05,79.63,0,0,172
27.48,4.185,2.772,4.886,380.47,378.34,380.0,27.8,72.38,0,0,154
29.12,3.377,4.673,2.087,380.63,376.68,382.31,27.16,50.77,0,0,152
29.71,2.947,2.418,4.215,380.68,380.57,381.45,28.02,56.75,0,0,179
27.05,3.151,3.481,3.35,380.68,380.41,377.01,25.74,68.8,0,0,155
27.77,3.3,4.344,2.065,379.51,379.59,387.09,28.38,63.38,0,0,162
27.1,3.22,3.978,4.183,379.82,380.32,377.94,29.29,66.47,0,0,174
26.36,4.526,3.663,2.479,386.14,380.52,384.66,27.78,76.08,0,0,127
26.82,4.968,3.107,2.165,380.62,379.2,377.42,28.93,51.69,0,0,132
27.98,3.128,3.597,4.505,378.06,380.83,377.96,26.35,57.97,0,0,175
35.39,8.972,8.812,8.055,385.01,372.76,365.14,28.93,61.85,2,2,49
27.34,2.71,4.659,4.348,382.71,377.82,381.24,27.59,77.12,0,0,130
26.91,3.234,4.38,2.609,377.83,379.96,376.9,27.43,64.58,0,0,123
27.23,2.632,4.409,3.333,381.46,378.83,376.78,28.54,55.89,0,0,123
25.69,2.862,4.124,3.195,379.69,378.68,378.5,27.47,60.38,0,0,133
41.82,6.522,6.324,5.893,386.1,378.42,390.75,27.09,73.5,1,1,103
30.94,5.869,6.579,6.267,377.12,375.92,377.42,28.51,75.95,1,1,85
47.98,10.288,10.625,9.808,394.61,383.48,380.51,27.75,50.48,3,3,28
29.2,5.022,6.471,6.616,382.09,373.42,383.52,27.15,74.68,1,1,111
70.39,11.901,11.034,11.463,395.77,313.34,382.77,27.19,74.24,4,4,5
24.61,3.571,4.961,4.39,381.22,383.15,378.8,27.88,70.18,0,0,147
28.57,4.157,4.802,4.724,379.85,380.76,378.33,28.92,51.8,0,0,133
28.55,2.301,3.677,4.54,380.99,376.2,378.69,29.27,71.77,0,0,130
29.15,4.288,2.432,4.464,382.88,381.4,379.31,29.12,70.5,0,0,171
25.91,4.951,3.638,4.258,377.75,379.19,376.25,26.38,56.64,0,0,171
39.66,6.361,6.125,6.958,376.4,379.82,374.48,26.89,71.79,1,1,98
27.57,2.583,4.654,3.123,381.19,382.62,378.54,28.95,55.81,0,0,171
54.12,9.464,10.559,10.313,379.21,374.43,401.18,28.84,75.68,3,3,10
44.97,8.384,7.306,7.994,382.99,390.02,385.93,28.06,72.18,2,2,35
30.41,3.332,4.143,4.341,378.8,380.97,381.47,28.33,68.9,0,0,175
25.05,2.917,4.386,2.965,381.65,379.63,378.35,27.83,76.04,0,0,131
28.35,3.078,2.574,4.158,383.38,379.01,378.46,27.93,51.59,0,0,173
27.52,2.25,2.168,4.883,379.58,382.36,379.7,27.91,55.93,0,0,161
25.27,4.798,4.958,2.864,378.01,382.88,381.29,27.25,61.07,0,0,129
30.51,4.483,2.272,2.44,381.17,382.59,380.7,27.83,58.42,0,0,168
26.86,2.407,2.096,2.681,378.81,379.36,379.22,28.47,76.03,0,0,139
27.41,4.413,4.81,3.52,381.13,380.57,384.4,27.19,60.55,0,0,179
75.41,11.364,11.015,11.349,395.9,349.81,366.16,28.26,50.29,4,4,5
41.47,5.207,6.577,5.779,375.57,372.32,384.94,27.78,63.74,1,1,111
59.31,9.857,9.076,9.688,397.93,370.74,376.04,29.09,64.99,3,3,11
28.57,3.21,4.382,2.869,378.68,380.63,380.61,27.18,50.51,0,0,135
27.91,3.878,3.92,2.34,380.24,380.65,383.79,27.26,56.61,0,0,153
35.3,6.126,6.336,5.77,379.67,366.51,378.49,27.97,63.31,1,1,107
28.64,2.96,4.138,3.407,381.71,382.55,377.59,27.84,67.91,0,0,164
26.27,4.62,2.924,2.003,379.49,377.73,382.54,27.99,73.86,0,0,162
27.57,5.946,6.826,5.411,371.63,380.83,384.62,29.11,74.1,1,1,67
27.96,5.984,6.552,5.833,378.32,373.74,383.6,28.46,70.16,1,1,81
31.3,3.612,3.606,2.594,383.12,379.79,376.35,29.3,52.84,0,0,144
27.29,2.936,4.323,4.871,378.85,380.99,379.82,29.26,77.42,0,0,138
29.36,3.44,2.707,2.253,383.91,383.89,376.34,27.67,58.46,0,0,156
26.75,2.242,4.951,2.881,378.87,376.78,376.96,26.04,65.72,0,0,139
30.24,4.473,4.362,3.342,379.28,381.68,381.92,27.6,60.87,0,0,144
28.92,2.655,4.097,3.158,383.92,379.02,382.6,28.58,76.6,0,0,176
30.26,2.017,4.606,3.785,379.74,378.56,377.54,28.5,72.34,0,0,138
61.7,11.033,11.601,11.363,406.82,363.88,418.17,28.17,54.52,4,4,3
36.67,5.069,5.071,6.92,379.89,375.39,382.97,27.57,64.25,1,1,76
36.19,6.645,6.691,5.237,377.8,383.33,379.18,28.03,62.95,1,1,90
28.28,4.504,3.835,4.238,382.36,378.32,381.64,27.08,66.82,0,0,154
28.7,2.775,2.668,4.685,378.98,377.54,378.94,27.19,70.03,0,0,122
28.83,4.429,3.542,2.473,381.39,381.09,379.94,27.98,73.46,0,0,168
29.1,3.72,4.652,3.346,379.35,383.79,379.68,26.38,78.27,0,0,137
27.51,4.97,2.385,3.426,377.22,382.63,379.42,26.74,54.18,0,0,179
46.46,7.637,8.723,7.074,384.0,391.02,381.06,27.52,67.69,2,2,37
39.42,5.367,6.963,6.759,380.46,372.5,371.19,28.44,72.38,1,1,68
23.59,3.164,3.362,2.111,379.75,377.81,379.82,27.79,70.09,0,0,125
28.57,3.526,4.545,2.136,380.39,376.93,375.96,28.35,57.39,0,0,121
52.48,9.643,9.05,10.112,404.96,376.64,381.58,28.89,72.91,3,3,8
27.43,2.999,3.708,2.251,381.12,379.85,382.79,27.14,63.95,0,0,140
28.46,2.189,2.808,4.773,380.36,380.22,381.13,28.5,61.91,0,0,141
27.85,3.074,2.296,4.265,379.15,377.0,380.58,26.96,79.49,0,0,141
47.27,7.355,8.543,8.937,389.02,392.27,377.31,28.47,53.89,2,2,34
74.4,11.519,11.217,11.529,426.75,363.73,388.58,28.04,65.87,4,4,2
26.88,2.171,2.119,2.015,374.83,383.5,379.65,28.49,66.07,0,0,166
60.66,9.087,9.222,10.327,358.63,385.17,372.38,29.69,73.39,3,3,19
48.55,8.771,7.624,8.438,382.99,384.7,377.36,27.87,71.03,2,2,43
25.1,2.46,3.101,4.783,381.42,378.88,382.06,26.77,69.96,0,0,173
27.6,4.415,3.745,3.638,378.78,380.68,378.38,26.9,73.68,0,0,170
28.61,2.707,4.759,2.743,380.08,375.16,383.48,28.15,74.91,0,0,161
69.38,11.882,11.892,11.218,397.44,406.7,379.33,29.05,71.79,4,4,1
29.19,2.858,2.13,3.654,378.86,381.0,381.77,27.61,61.4,0,0,130
41.37,7.116,7.086,7.059,391.24,377.03,375.49,29.77,60.69,2,2,48
26.7,2.842,4.784,2.821,382.52,377.05,380.38,27.13,50.03,0,0,139
33.97,5.983,5.978,5.314,377.88,382.29,376.66,28.58,72.79,1,1,91
29.57,4.396,2.074,4.479,382.7,382.4,377.77,27.97,68.73,0,0,123
38.24,6.902,6.74,6.585,373.63,380.59,381.41,28.41,79.87,1,1,85
51.09,8.293,8.767,7.368,392.6,378.47,374.06,27.64,57.93,2,2,39
46.9,8.512,8.434,7.145,387.32,374.29,380.35,29.61,76.94,2,2,51
52.47,8.185,8.287,8.035,384.7,391.71,381.11,26.89,73.49,2,2,39
24.66,3.932,3.313,2.779,385.28,381.13,382.62,29.63,72.81,0,0,146
30.77,6.594,6.285,5.996,375.16,385.15,380.23,29.14,57.98,1,1,87
27.14,3.93,2.295,2.037,373.6,379.73,378.78,27.12,66.58,0,0,124
27.96,4.262,4.177,3.404,379.48,380.93,381.83,27.75,63.36,0,0,151
29.57,3.572,3.435,4.337,377.25,379.9,378.35,29.65,53.37,0,0,125
29.18,4.211,2.44,2.072,379.09,379.71,384.67,29.53,64.92,0,0,135
27.04,3.882,4.53,2.121,379.55,381.12,380.62,28.25,61.32,0,0,123
70.28,11.794,11.514,11.369,425.1,345.52,347.11,28.33,75.89,4,4,3
28.02,3.919,2.027,2.888,383.62,378.05,382.33,27.63,62.75,0,0,153
35.66,5.747,6.544,6.425,384.34,380.63,389.19,29.87,69.61,1,1,115
29.22,3.696,4.527,3.323,381.16,381.23,379.57,26.61,54.02,0,0,131
27.35,3.988,3.429,2.509,378.85,380.24,383.36,29.23,57.32,0,0,130
27.39,3.746,3.673,4.454,377.3,378.96,378.45,28.23,62.52,0,0,122
56.91,10.642,10.96,9.018,405.66,377.73,391.13,28.4,55.02,3,3,21
56.33,9.43,9.607,10.06,360.42,364.86,374.14,27.64,62.87,3,3,10
50.42,9.931,9.185,9.187,350.66,371.97,375.0,28.85,74.94,3,3,8
65.05,11.115,11.124,11.639,390.22,366.45,382.24,29.29,56.79,4,4,5
27.6,4.101,4.304,4.573,380.15,382.37,380.2,28.36,52.81,0,0,125
27.55,4.488,4.51,3.713,377.11,382.64,379.02,28.71,63.67,0,0,153
32.59,6.9,5.827,6.262,386.49,383.53,374.79,28.62,75.48,1,1,94
31.58,2.939,4.58,3.318,379.91,382.11,382.75,27.8,59.85,0,0,133
29.45,2.415,3.734,4.423,381.63,380.02,378.7,26.44,76.49,0,0,132
30.14,2.669,2.932,4.912,376.03,381.46,380.83,28.62,62.28,0,0,136
28.91,6.621,5.731,6.582,378.77,379.01,378.11,29.77,55.86,1,1,99
32.89,5.02,6.953,6.798,379.21,370.47,385.5,27.97,68.72,1,1,108
25.83,3.908,4.122,3.815,379.93,381.61,378.23,29.91,53.33,0,0,177
27.16,3.397,2.448,4.544,382.32,382.84,381.58,29.05,74.09,0,0,159
35.95,6.43,6.811,6.988,386.31,379.04,382.43,27.45,74.16,1,1,80
34.14,6.588,5.163,5.515,389.14,369.04,381.82,28.02,73.4,1,1,96
26.13,4.676,3.791,3.031,377.6,379.61,382.36,27.1,73.4,0,0,131
31.5,6.733,5.074,6.21,386.8,383.82,383.6,28.37,63.84,1,1,117
29.97,4.313,2.696,3.877,379.79,378.23,383.35,28.57,65.28,0,0,155
26.07,2.776,4.679,2.444,384.89,378.08,379.36,28.3,76.03,0,0,171
45.05,7.826,7.902,7.917,376.97,382.76,387.99,28.9,77.47,2,2,56
37.12,6.969,5.195,5.317,382.43,377.62,385.6,26.26,70.49,1,1,111
27.86,2.203,3.437,2.658,378.56,381.74,378.94,25.95,55.55,0,0,169
35.98,5.324,5.476,5.952,376.92,387.39,381.66,29.45,76.38,1,1,113
35.74,5.466,6.579,5.016,392.07,385.64,379.42,29.27,50.58,1,1,64
43.1,7.786,7.44,7.887,372.73,383.51,385.47,26.86,63.02,2,2,30
